idAlu;idCur;nota
93997;197;3
93998;198;4
93999;199;12
94000;200;8
94001;1;3
94002;2;6
94003;3;10
94004;4;9
94005;5;7
94006;6;9
94007;7;5
94008;8;9
94009;9;12
94010;10;5
94011;11;8
94012;12;12
94013;13;8
94014;14;8
94015;15;9
94016;16;11
94017;17;3
94018;18;11
94019;19;10
94020;20;11
94021;21;4
94022;22;6
94023;23;12
94024;24;3
94025;25;4
94026;26;5
94027;27;4
94028;28;9
94029;29;5
94030;30;12
94031;31;8
94032;32;9
94033;33;5
94034;34;9
94035;35;4
94036;36;6
94037;37;11
94038;38;12
94039;39;10
94040;40;4
94041;41;12
94042;42;5
94043;43;3
94044;44;9
94045;45;11
94046;46;6
94047;47;12
94048;48;5
94049;49;11
94050;50;10
94051;51;6
94052;52;8
94053;53;7
94054;54;3
94055;55;10
94056;56;8
94057;57;6
94058;58;12
94059;59;11
94060;60;6
94061;61;12
94062;62;8
94063;63;8
94064;64;11
94065;65;6
94066;66;9
94067;67;6
94068;68;6
94069;69;7
94070;70;3
94071;71;9
94072;72;8
94073;73;12
94074;74;7
94075;75;4
94076;76;12
94077;77;12
94078;78;4
94079;79;11
94080;80;3
94081;81;12
94082;82;3
94083;83;6
94084;84;3
94085;85;11
94086;86;8
94087;87;4
94088;88;7
94089;89;12
94090;90;12
94091;91;3
94092;92;6
94093;93;3
94094;94;7
94095;95;6
94096;96;10
94097;97;6
94098;98;6
94099;99;10
94100;100;8
94101;101;7
94102;102;8
94103;103;3
94104;104;4
94105;105;10
94106;106;10
94107;107;3
94108;108;8
94109;109;3
94110;110;11
94111;111;6
94112;112;11
94113;113;7
94114;114;9
94115;115;4
94116;116;5
94117;117;5
94118;118;12
94119;119;3
94120;120;8
94121;121;5
94122;122;9
94123;123;7
94124;124;12
94125;125;4
94126;126;10
94127;127;12
94128;128;4
94129;129;10
94130;130;8
94131;131;11
94132;132;11
94133;133;3
94134;134;7
94135;135;12
94136;136;3
94137;137;3
94138;138;5
94139;139;7
94140;140;3
94141;141;7
94142;142;11
94143;143;11
94144;144;11
94145;145;12
94146;146;8
94147;147;10
94148;148;11
94149;149;6
94150;150;5
94151;151;5
94152;152;10
94153;153;10
94154;154;6
94155;155;11
94156;156;9
94157;157;7
94158;158;9
94159;159;7
94160;160;4
94161;161;4
94162;162;4
94163;163;3
94164;164;10
94165;165;4
94166;166;6
94167;167;5
94168;168;6
94169;169;7
94170;170;4
94171;171;12
94172;172;6
94173;173;4
94174;174;4
94175;175;6
94176;176;7
94177;177;8
94178;178;7
94179;179;4
94180;180;5
94181;181;3
94182;182;6
94183;183;9
94184;184;9
94185;185;7
94186;186;8
94187;187;9
94188;188;11
94189;189;4
94190;190;5
94191;191;7
94192;192;11
94193;193;9
94194;194;4
94195;195;4
94196;196;9
94197;197;4
94198;198;6
94199;199;4
94200;200;10
94201;1;11
94202;2;11
94203;3;11
94204;4;9
94205;5;6
94206;6;12
94207;7;4
94208;8;3
94209;9;3
94210;10;3
94211;11;10
94212;12;4
94213;13;12
94214;14;6
94215;15;12
94216;16;7
94217;17;6
94218;18;8
94219;19;6
94220;20;7
94221;21;10
94222;22;10
94223;23;12
94224;24;11
94225;25;3
94226;26;8
94227;27;8
94228;28;10
94229;29;5
94230;30;5
94231;31;4
94232;32;10
94233;33;9
94234;34;7
94235;35;8
94236;36;5
94237;37;10
94238;38;7
94239;39;3
94240;40;4
94241;41;4
94242;42;3
94243;43;7
94244;44;5
94245;45;10
94246;46;9
94247;47;11
94248;48;4
94249;49;12
94250;50;8
94251;51;12
94252;52;11
94253;53;3
94254;54;11
94255;55;3
94256;56;4
94257;57;7
94258;58;9
94259;59;4
94260;60;3
94261;61;6
94262;62;3
94263;63;9
94264;64;8
94265;65;5
94266;66;3
94267;67;7
94268;68;6
94269;69;9
94270;70;8
94271;71;6
94272;72;7
94273;73;9
94274;74;3
94275;75;11
94276;76;9
94277;77;11
94278;78;8
94279;79;3
94280;80;4
94281;81;12
94282;82;3
94283;83;11
94284;84;12
94285;85;3
94286;86;7
94287;87;6
94288;88;9
94289;89;7
94290;90;8
94291;91;5
94292;92;4
94293;93;10
94294;94;4
94295;95;7
94296;96;6
94297;97;8
94298;98;7
94299;99;4
94300;100;4
94301;101;3
94302;102;4
94303;103;10
94304;104;6
94305;105;10
94306;106;3
94307;107;10
94308;108;9
94309;109;8
94310;110;3
94311;111;12
94312;112;8
94313;113;11
94314;114;10
94315;115;9
94316;116;9
94317;117;5
94318;118;3
94319;119;6
94320;120;8
94321;121;10
94322;122;4
94323;123;11
94324;124;8
94325;125;5
94326;126;8
94327;127;10
94328;128;7
94329;129;12
94330;130;4
94331;131;11
94332;132;8
94333;133;11
94334;134;5
94335;135;9
94336;136;10
94337;137;10
94338;138;6
94339;139;5
94340;140;6
94341;141;10
94342;142;9
94343;143;12
94344;144;6
94345;145;5
94346;146;5
94347;147;7
94348;148;11
94349;149;7
94350;150;5
94351;151;6
94352;152;12
94353;153;3
94354;154;10
94355;155;5
94356;156;12
94357;157;11
94358;158;10
94359;159;4
94360;160;7
94361;161;10
94362;162;9
94363;163;11
94364;164;3
94365;165;7
94366;166;11
94367;167;6
94368;168;7
94369;169;7
94370;170;6
94371;171;7
94372;172;12
94373;173;6
94374;174;7
94375;175;6
94376;176;4
94377;177;5
94378;178;12
94379;179;7
94380;180;8
94381;181;8
94382;182;12
94383;183;10
94384;184;6
94385;185;6
94386;186;10
94387;187;7
94388;188;12
94389;189;8
94390;190;3
94391;191;10
94392;192;11
94393;193;7
94394;194;7
94395;195;8
94396;196;7
94397;197;12
94398;198;10
94399;199;3
94400;200;3
94401;1;3
94402;2;6
94403;3;7
94404;4;3
94405;5;5
94406;6;8
94407;7;8
94408;8;5
94409;9;10
94410;10;6
94411;11;12
94412;12;10
94413;13;4
94414;14;11
94415;15;7
94416;16;7
94417;17;5
94418;18;5
94419;19;8
94420;20;11
94421;21;3
94422;22;5
94423;23;6
94424;24;6
94425;25;12
94426;26;6
94427;27;6
94428;28;12
94429;29;4
94430;30;11
94431;31;5
94432;32;7
94433;33;10
94434;34;6
94435;35;12
94436;36;8
94437;37;10
94438;38;8
94439;39;5
94440;40;5
94441;41;11
94442;42;4
94443;43;10
94444;44;6
94445;45;12
94446;46;5
94447;47;11
94448;48;7
94449;49;9
94450;50;12
94451;51;6
94452;52;3
94453;53;10
94454;54;12
94455;55;8
94456;56;9
94457;57;5
94458;58;10
94459;59;6
94460;60;5
94461;61;9
94462;62;6
94463;63;5
94464;64;5
94465;65;4
94466;66;3
94467;67;6
94468;68;4
94469;69;7
94470;70;7
94471;71;3
94472;72;9
94473;73;6
94474;74;6
94475;75;4
94476;76;9
94477;77;3
94478;78;9
94479;79;8
94480;80;4
94481;81;7
94482;82;10
94483;83;5
94484;84;12
94485;85;10
94486;86;10
94487;87;10
94488;88;5
94489;89;7
94490;90;8
94491;91;7
94492;92;5
94493;93;7
94494;94;7
94495;95;9
94496;96;8
94497;97;7
94498;98;12
94499;99;7
94500;100;6
94501;101;4
94502;102;5
94503;103;8
94504;104;9
94505;105;9
94506;106;4
94507;107;12
94508;108;8
94509;109;3
94510;110;12
94511;111;6
94512;112;10
94513;113;3
94514;114;6
94515;115;3
94516;116;3
94517;117;8
94518;118;3
94519;119;5
94520;120;10
94521;121;5
94522;122;11
94523;123;7
94524;124;6
94525;125;11
94526;126;6
94527;127;8
94528;128;11
94529;129;12
94530;130;7
94531;131;11
94532;132;8
94533;133;12
94534;134;11
94535;135;12
94536;136;7
94537;137;11
94538;138;9
94539;139;7
94540;140;11
94541;141;5
94542;142;5
94543;143;6
94544;144;6
94545;145;7
94546;146;10
94547;147;4
94548;148;11
94549;149;5
94550;150;9
94551;151;9
94552;152;11
94553;153;3
94554;154;5
94555;155;3
94556;156;3
94557;157;10
94558;158;11
94559;159;9
94560;160;8
94561;161;4
94562;162;8
94563;163;4
94564;164;10
94565;165;6
94566;166;11
94567;167;5
94568;168;6
94569;169;12
94570;170;10
94571;171;4
94572;172;5
94573;173;3
94574;174;9
94575;175;4
94576;176;5
94577;177;3
94578;178;10
94579;179;4
94580;180;7
94581;181;12
94582;182;8
94583;183;4
94584;184;6
94585;185;12
94586;186;12
94587;187;3
94588;188;11
94589;189;11
94590;190;3
94591;191;4
94592;192;5
94593;193;8
94594;194;5
94595;195;12
94596;196;8
94597;197;6
94598;198;5
94599;199;10
94600;200;12
94601;1;7
94602;2;11
94603;3;5
94604;4;11
94605;5;7
94606;6;6
94607;7;11
94608;8;12
94609;9;8
94610;10;9
94611;11;7
94612;12;3
94613;13;6
94614;14;10
94615;15;3
94616;16;12
94617;17;5
94618;18;10
94619;19;12
94620;20;7
94621;21;12
94622;22;8
94623;23;12
94624;24;8
94625;25;5
94626;26;5
94627;27;11
94628;28;3
94629;29;3
94630;30;4
94631;31;7
94632;32;6
94633;33;6
94634;34;6
94635;35;7
94636;36;9
94637;37;9
94638;38;3
94639;39;9
94640;40;11
94641;41;12
94642;42;8
94643;43;5
94644;44;9
94645;45;6
94646;46;9
94647;47;11
94648;48;6
94649;49;5
94650;50;12
94651;51;5
94652;52;8
94653;53;8
94654;54;11
94655;55;7
94656;56;12
94657;57;4
94658;58;9
94659;59;7
94660;60;5
94661;61;3
94662;62;11
94663;63;7
94664;64;5
94665;65;5
94666;66;11
94667;67;5
94668;68;3
94669;69;5
94670;70;10
94671;71;8
94672;72;12
94673;73;6
94674;74;12
94675;75;3
94676;76;4
94677;77;4
94678;78;4
94679;79;7
94680;80;11
94681;81;3
94682;82;9
94683;83;11
94684;84;10
94685;85;8
94686;86;10
94687;87;8
94688;88;6
94689;89;11
94690;90;7
94691;91;11
94692;92;9
94693;93;10
94694;94;8
94695;95;11
94696;96;8
94697;97;6
94698;98;8
94699;99;8
94700;100;10
94701;101;12
94702;102;7
94703;103;7
94704;104;7
94705;105;10
94706;106;3
94707;107;3
94708;108;10
94709;109;5
94710;110;7
94711;111;10
94712;112;7
94713;113;4
94714;114;7
94715;115;8
94716;116;10
94717;117;11
94718;118;7
94719;119;8
94720;120;12
94721;121;6
94722;122;6
94723;123;9
94724;124;6
94725;125;7
94726;126;5
94727;127;6
94728;128;4
94729;129;11
94730;130;3
94731;131;7
94732;132;8
94733;133;10
94734;134;9
94735;135;4
94736;136;7
94737;137;11
94738;138;4
94739;139;11
94740;140;5
94741;141;12
94742;142;4
94743;143;6
94744;144;11
94745;145;10
94746;146;8
94747;147;6
94748;148;9
94749;149;9
94750;150;5
94751;151;9
94752;152;9
94753;153;10
94754;154;3
94755;155;4
94756;156;8
94757;157;4
94758;158;4
94759;159;4
94760;160;8
94761;161;8
94762;162;5
94763;163;6
94764;164;12
94765;165;7
94766;166;5
94767;167;10
94768;168;6
94769;169;7
94770;170;4
94771;171;9
94772;172;8
94773;173;3
94774;174;6
94775;175;12
94776;176;4
94777;177;12
94778;178;11
94779;179;3
94780;180;4
94781;181;11
94782;182;7
94783;183;3
94784;184;8
94785;185;11
94786;186;5
94787;187;8
94788;188;9
94789;189;8
94790;190;9
94791;191;9
94792;192;7
94793;193;7
94794;194;5
94795;195;8
94796;196;11
94797;197;3
94798;198;7
94799;199;4
94800;200;4
94801;1;4
94802;2;3
94803;3;8
94804;4;7
94805;5;12
94806;6;11
94807;7;7
94808;8;3
94809;9;12
94810;10;11
94811;11;11
94812;12;5
94813;13;8
94814;14;10
94815;15;3
94816;16;11
94817;17;12
94818;18;11
94819;19;4
94820;20;8
94821;21;12
94822;22;5
94823;23;7
94824;24;4
94825;25;5
94826;26;12
94827;27;6
94828;28;9
94829;29;10
94830;30;9
94831;31;6
94832;32;7
94833;33;11
94834;34;12
94835;35;7
94836;36;4
94837;37;5
94838;38;11
94839;39;10
94840;40;10
94841;41;6
94842;42;6
94843;43;11
94844;44;5
94845;45;12
94846;46;11
94847;47;4
94848;48;10
94849;49;10
94850;50;4
94851;51;8
94852;52;8
94853;53;11
94854;54;7
94855;55;12
94856;56;5
94857;57;7
94858;58;3
94859;59;10
94860;60;9
94861;61;9
94862;62;7
94863;63;9
94864;64;11
94865;65;7
94866;66;5
94867;67;11
94868;68;6
94869;69;4
94870;70;7
94871;71;10
94872;72;8
94873;73;3
94874;74;10
94875;75;6
94876;76;6
94877;77;5
94878;78;8
94879;79;5
94880;80;4
94881;81;9
94882;82;12
94883;83;4
94884;84;10
94885;85;4
94886;86;8
94887;87;11
94888;88;12
94889;89;12
94890;90;5
94891;91;5
94892;92;3
94893;93;3
94894;94;8
94895;95;3
94896;96;9
94897;97;8
94898;98;11
94899;99;8
94900;100;11
94901;101;8
94902;102;10
94903;103;6
94904;104;5
94905;105;8
94906;106;8
94907;107;10
94908;108;12
94909;109;12
94910;110;4
94911;111;8
94912;112;12
94913;113;8
94914;114;12
94915;115;4
94916;116;4
94917;117;3
94918;118;11
94919;119;4
94920;120;6
94921;121;3
94922;122;11
94923;123;4
94924;124;4
94925;125;10
94926;126;5
94927;127;4
94928;128;11
94929;129;7
94930;130;7
94931;131;11
94932;132;8
94933;133;10
94934;134;6
94935;135;8
94936;136;5
94937;137;6
94938;138;5
94939;139;6
94940;140;6
94941;141;5
94942;142;3
94943;143;3
94944;144;11
94945;145;11
94946;146;6
94947;147;10
94948;148;6
94949;149;3
94950;150;7
94951;151;11
94952;152;3
94953;153;4
94954;154;5
94955;155;4
94956;156;12
94957;157;5
94958;158;3
94959;159;7
94960;160;5
94961;161;8
94962;162;6
94963;163;4
94964;164;5
94965;165;8
94966;166;9
94967;167;3
94968;168;12
94969;169;7
94970;170;7
94971;171;4
94972;172;9
94973;173;10
94974;174;5
94975;175;4
94976;176;3
94977;177;5
94978;178;6
94979;179;7
94980;180;10
94981;181;5
94982;182;7
94983;183;11
94984;184;3
94985;185;4
94986;186;7
94987;187;11
94988;188;3
94989;189;5
94990;190;9
94991;191;8
94992;192;10
94993;193;6
94994;194;12
94995;195;8
94996;196;5
94997;197;3
94998;198;4
94999;199;9
95000;200;3
95001;1;10
95002;2;7
95003;3;8
95004;4;6
95005;5;10
95006;6;7
95007;7;8
95008;8;11
95009;9;11
95010;10;3
95011;11;4
95012;12;5
95013;13;12
95014;14;3
95015;15;3
95016;16;4
95017;17;7
95018;18;5
95019;19;6
95020;20;3
95021;21;9
95022;22;11
95023;23;3
95024;24;9
95025;25;9
95026;26;12
95027;27;6
95028;28;10
95029;29;9
95030;30;6
95031;31;9
95032;32;6
95033;33;5
95034;34;6
95035;35;12
95036;36;11
95037;37;10
95038;38;5
95039;39;4
95040;40;5
95041;41;4
95042;42;12
95043;43;7
95044;44;10
95045;45;4
95046;46;3
95047;47;12
95048;48;11
95049;49;11
95050;50;4
95051;51;7
95052;52;12
95053;53;3
95054;54;12
95055;55;6
95056;56;3
95057;57;5
95058;58;9
95059;59;9
95060;60;6
95061;61;6
95062;62;4
95063;63;11
95064;64;6
95065;65;11
95066;66;9
95067;67;5
95068;68;10
95069;69;3
95070;70;10
95071;71;12
95072;72;12
95073;73;7
95074;74;9
95075;75;8
95076;76;11
95077;77;5
95078;78;7
95079;79;8
95080;80;8
95081;81;11
95082;82;4
95083;83;9
95084;84;7
95085;85;3
95086;86;8
95087;87;3
95088;88;3
95089;89;11
95090;90;11
95091;91;6
95092;92;10
95093;93;9
95094;94;3
95095;95;10
95096;96;7
95097;97;10
95098;98;12
95099;99;4
95100;100;4
95101;101;4
95102;102;9
95103;103;8
95104;104;3
95105;105;12
95106;106;7
95107;107;5
95108;108;4
95109;109;12
95110;110;12
95111;111;6
95112;112;3
95113;113;5
95114;114;10
95115;115;7
95116;116;4
95117;117;12
95118;118;8
95119;119;6
95120;120;11
95121;121;6
95122;122;9
95123;123;6
95124;124;3
95125;125;4
95126;126;12
95127;127;11
95128;128;9
95129;129;4
95130;130;3
95131;131;3
95132;132;12
95133;133;4
95134;134;6
95135;135;7
95136;136;3
95137;137;6
95138;138;7
95139;139;3
95140;140;6
95141;141;8
95142;142;9
95143;143;12
95144;144;12
95145;145;7
95146;146;12
95147;147;9
95148;148;5
95149;149;12
95150;150;7
95151;151;9
95152;152;4
95153;153;4
95154;154;12
95155;155;9
95156;156;5
95157;157;5
95158;158;7
95159;159;6
95160;160;8
95161;161;6
95162;162;9
95163;163;3
95164;164;4
95165;165;4
95166;166;9
95167;167;5
95168;168;12
95169;169;4
95170;170;7
95171;171;10
95172;172;8
95173;173;6
95174;174;9
95175;175;10
95176;176;4
95177;177;7
95178;178;4
95179;179;11
95180;180;9
95181;181;7
95182;182;9
95183;183;7
95184;184;10
95185;185;10
95186;186;11
95187;187;11
95188;188;8
95189;189;3
95190;190;7
95191;191;7
95192;192;8
95193;193;10
95194;194;4
95195;195;5
95196;196;8
95197;197;11
95198;198;8
95199;199;8
95200;200;10
95201;1;9
95202;2;4
95203;3;6
95204;4;4
95205;5;6
95206;6;7
95207;7;11
95208;8;8
95209;9;8
95210;10;9
95211;11;8
95212;12;8
95213;13;12
95214;14;10
95215;15;6
95216;16;12
95217;17;11
95218;18;10
95219;19;4
95220;20;4
95221;21;8
95222;22;5
95223;23;3
95224;24;11
95225;25;8
95226;26;3
95227;27;8
95228;28;5
95229;29;10
95230;30;4
95231;31;7
95232;32;6
95233;33;5
95234;34;6
95235;35;5
95236;36;3
95237;37;7
95238;38;10
95239;39;5
95240;40;10
95241;41;5
95242;42;9
95243;43;12
95244;44;7
95245;45;7
95246;46;6
95247;47;8
95248;48;7
95249;49;10
95250;50;7
95251;51;9
95252;52;4
95253;53;4
95254;54;9
95255;55;7
95256;56;9
95257;57;6
95258;58;10
95259;59;11
95260;60;8
95261;61;9
95262;62;3
95263;63;10
95264;64;10
95265;65;12
95266;66;9
95267;67;3
95268;68;5
95269;69;4
95270;70;6
95271;71;5
95272;72;11
95273;73;7
95274;74;8
95275;75;12
95276;76;10
95277;77;4
95278;78;8
95279;79;10
95280;80;3
95281;81;10
95282;82;8
95283;83;10
95284;84;5
95285;85;5
95286;86;6
95287;87;6
95288;88;6
95289;89;9
95290;90;7
95291;91;8
95292;92;8
95293;93;12
95294;94;4
95295;95;4
95296;96;7
95297;97;11
95298;98;5
95299;99;10
95300;100;6
95301;101;12
95302;102;8
95303;103;7
95304;104;7
95305;105;5
95306;106;8
95307;107;9
95308;108;6
95309;109;11
95310;110;12
95311;111;9
95312;112;11
95313;113;8
95314;114;8
95315;115;3
95316;116;5
95317;117;8
95318;118;9
95319;119;12
95320;120;9
95321;121;7
95322;122;6
95323;123;8
95324;124;4
95325;125;11
95326;126;5
95327;127;11
95328;128;3
95329;129;4
95330;130;11
95331;131;11
95332;132;9
95333;133;4
95334;134;6
95335;135;10
95336;136;3
95337;137;12
95338;138;10
95339;139;3
95340;140;4
95341;141;3
95342;142;5
95343;143;6
95344;144;3
95345;145;3
95346;146;9
95347;147;11
95348;148;8
95349;149;4
95350;150;5
95351;151;9
95352;152;3
95353;153;9
95354;154;8
95355;155;4
95356;156;12
95357;157;6
95358;158;9
95359;159;3
95360;160;11
95361;161;7
95362;162;11
95363;163;5
95364;164;9
95365;165;6
95366;166;7
95367;167;8
95368;168;3
95369;169;4
95370;170;3
95371;171;8
95372;172;11
95373;173;3
95374;174;11
95375;175;8
95376;176;3
95377;177;6
95378;178;8
95379;179;11
95380;180;7
95381;181;4
95382;182;12
95383;183;3
95384;184;8
95385;185;7
95386;186;10
95387;187;7
95388;188;5
95389;189;8
95390;190;4
95391;191;5
95392;192;10
95393;193;8
95394;194;3
95395;195;11
95396;196;12
95397;197;7
95398;198;12
95399;199;7
95400;200;9
95401;1;6
95402;2;10
95403;3;5
95404;4;3
95405;5;11
95406;6;10
95407;7;6
95408;8;3
95409;9;4
95410;10;11
95411;11;9
95412;12;9
95413;13;9
95414;14;11
95415;15;3
95416;16;9
95417;17;6
95418;18;9
95419;19;9
95420;20;8
95421;21;8
95422;22;12
95423;23;12
95424;24;11
95425;25;3
95426;26;5
95427;27;8
95428;28;5
95429;29;12
95430;30;4
95431;31;10
95432;32;7
95433;33;12
95434;34;9
95435;35;10
95436;36;9
95437;37;7
95438;38;3
95439;39;11
95440;40;9
95441;41;6
95442;42;6
95443;43;8
95444;44;10
95445;45;7
95446;46;9
95447;47;6
95448;48;9
95449;49;10
95450;50;10
95451;51;11
95452;52;3
95453;53;6
95454;54;9
95455;55;9
95456;56;5
95457;57;4
95458;58;12
95459;59;7
95460;60;11
95461;61;7
95462;62;12
95463;63;5
95464;64;8
95465;65;9
95466;66;6
95467;67;8
95468;68;4
95469;69;8
95470;70;7
95471;71;10
95472;72;7
95473;73;9
95474;74;7
95475;75;12
95476;76;6
95477;77;9
95478;78;6
95479;79;12
95480;80;8
95481;81;9
95482;82;12
95483;83;4
95484;84;8
95485;85;12
95486;86;4
95487;87;9
95488;88;3
95489;89;10
95490;90;10
95491;91;11
95492;92;7
95493;93;6
95494;94;12
95495;95;4
95496;96;6
95497;97;12
95498;98;3
95499;99;4
95500;100;7
95501;101;6
95502;102;8
95503;103;12
95504;104;6
95505;105;5
95506;106;5
95507;107;5
95508;108;7
95509;109;6
95510;110;5
95511;111;9
95512;112;12
95513;113;8
95514;114;8
95515;115;4
95516;116;9
95517;117;3
95518;118;6
95519;119;4
95520;120;10
95521;121;12
95522;122;5
95523;123;7
95524;124;10
95525;125;8
95526;126;11
95527;127;9
95528;128;6
95529;129;10
95530;130;7
95531;131;3
95532;132;7
95533;133;9
95534;134;6
95535;135;3
95536;136;7
95537;137;5
95538;138;11
95539;139;8
95540;140;7
95541;141;7
95542;142;12
95543;143;4
95544;144;10
95545;145;6
95546;146;7
95547;147;6
95548;148;5
95549;149;12
95550;150;10
95551;151;4
95552;152;7
95553;153;7
95554;154;7
95555;155;6
95556;156;9
95557;157;3
95558;158;6
95559;159;3
95560;160;6
95561;161;11
95562;162;9
95563;163;3
95564;164;9
95565;165;7
95566;166;5
95567;167;3
95568;168;7
95569;169;9
95570;170;4
95571;171;6
95572;172;12
95573;173;10
95574;174;11
95575;175;11
95576;176;10
95577;177;5
95578;178;9
95579;179;6
95580;180;10
95581;181;6
95582;182;4
95583;183;3
95584;184;11
95585;185;5
95586;186;3
95587;187;11
95588;188;7
95589;189;10
95590;190;11
95591;191;10
95592;192;3
95593;193;9
95594;194;5
95595;195;4
95596;196;9
95597;197;8
95598;198;12
95599;199;5
95600;200;4
95601;1;12
95602;2;12
95603;3;7
95604;4;3
95605;5;7
95606;6;11
95607;7;8
95608;8;12
95609;9;11
95610;10;12
95611;11;12
95612;12;3
95613;13;10
95614;14;6
95615;15;8
95616;16;7
95617;17;4
95618;18;12
95619;19;7
95620;20;8
95621;21;3
95622;22;8
95623;23;7
95624;24;10
95625;25;10
95626;26;6
95627;27;3
95628;28;5
95629;29;8
95630;30;11
95631;31;7
95632;32;5
95633;33;4
95634;34;7
95635;35;8
95636;36;10
95637;37;3
95638;38;9
95639;39;4
95640;40;3
95641;41;11
95642;42;5
95643;43;3
95644;44;4
95645;45;5
95646;46;3
95647;47;3
95648;48;3
95649;49;12
95650;50;6
95651;51;11
95652;52;9
95653;53;12
95654;54;4
95655;55;5
95656;56;10
95657;57;6
95658;58;6
95659;59;9
95660;60;11
95661;61;5
95662;62;6
95663;63;10
95664;64;10
95665;65;4
95666;66;3
95667;67;9
95668;68;9
95669;69;7
95670;70;6
95671;71;9
95672;72;8
95673;73;5
95674;74;3
95675;75;10
95676;76;11
95677;77;3
95678;78;7
95679;79;10
95680;80;9
95681;81;11
95682;82;7
95683;83;8
95684;84;9
95685;85;11
95686;86;7
95687;87;11
95688;88;9
95689;89;4
95690;90;10
95691;91;11
95692;92;5
95693;93;8
95694;94;10
95695;95;8
95696;96;3
95697;97;3
95698;98;10
95699;99;3
95700;100;7
95701;101;11
95702;102;3
95703;103;9
95704;104;3
95705;105;11
95706;106;6
95707;107;3
95708;108;11
95709;109;6
95710;110;7
95711;111;5
95712;112;10
95713;113;6
95714;114;3
95715;115;8
95716;116;12
95717;117;9
95718;118;3
95719;119;10
95720;120;3
95721;121;12
95722;122;3
95723;123;10
95724;124;3
95725;125;12
95726;126;3
95727;127;4
95728;128;12
95729;129;8
95730;130;5
95731;131;4
95732;132;12
95733;133;10
95734;134;8
95735;135;6
95736;136;4
95737;137;5
95738;138;7
95739;139;9
95740;140;5
95741;141;11
95742;142;10
95743;143;9
95744;144;5
95745;145;8
95746;146;7
95747;147;6
95748;148;11
95749;149;3
95750;150;5
95751;151;7
95752;152;11
95753;153;6
95754;154;9
95755;155;5
95756;156;10
95757;157;3
95758;158;10
95759;159;4
95760;160;7
95761;161;7
95762;162;9
95763;163;11
95764;164;12
95765;165;4
95766;166;4
95767;167;7
95768;168;3
95769;169;5
95770;170;8
95771;171;3
95772;172;7
95773;173;8
95774;174;7
95775;175;8
95776;176;9
95777;177;4
95778;178;5
95779;179;6
95780;180;6
95781;181;8
95782;182;7
95783;183;10
95784;184;4
95785;185;4
95786;186;9
95787;187;3
95788;188;3
95789;189;4
95790;190;7
95791;191;8
95792;192;10
95793;193;9
95794;194;3
95795;195;5
95796;196;6
95797;197;10
95798;198;6
95799;199;8
95800;200;9
95801;1;7
95802;2;9
95803;3;10
95804;4;12
95805;5;12
95806;6;4
95807;7;4
95808;8;8
95809;9;4
95810;10;10
95811;11;10
95812;12;8
95813;13;9
95814;14;11
95815;15;12
95816;16;3
95817;17;8
95818;18;6
95819;19;10
95820;20;6
95821;21;8
95822;22;7
95823;23;3
95824;24;12
95825;25;3
95826;26;9
95827;27;12
95828;28;7
95829;29;8
95830;30;9
95831;31;4
95832;32;8
95833;33;4
95834;34;5
95835;35;6
95836;36;12
95837;37;10
95838;38;12
95839;39;5
95840;40;4
95841;41;5
95842;42;8
95843;43;4
95844;44;9
95845;45;8
95846;46;4
95847;47;11
95848;48;6
95849;49;9
95850;50;3
95851;51;8
95852;52;10
95853;53;3
95854;54;12
95855;55;9
95856;56;5
95857;57;3
95858;58;9
95859;59;11
95860;60;4
95861;61;8
95862;62;4
95863;63;8
95864;64;12
95865;65;5
95866;66;9
95867;67;12
95868;68;10
95869;69;12
95870;70;9
95871;71;8
95872;72;11
95873;73;7
95874;74;8
95875;75;5
95876;76;4
95877;77;7
95878;78;9
95879;79;8
95880;80;9
95881;81;8
95882;82;6
95883;83;4
95884;84;11
95885;85;5
95886;86;11
95887;87;5
95888;88;7
95889;89;9
95890;90;6
95891;91;11
95892;92;8
95893;93;8
95894;94;6
95895;95;9
95896;96;6
95897;97;10
95898;98;3
95899;99;9
95900;100;12
95901;101;12
95902;102;10
95903;103;11
95904;104;6
95905;105;8
95906;106;11
95907;107;9
95908;108;10
95909;109;10
95910;110;3
95911;111;11
95912;112;4
95913;113;7
95914;114;3
95915;115;6
95916;116;12
95917;117;3
95918;118;9
95919;119;8
95920;120;9
95921;121;12
95922;122;9
95923;123;10
95924;124;7
95925;125;10
95926;126;9
95927;127;9
95928;128;9
95929;129;4
95930;130;6
95931;131;12
95932;132;5
95933;133;4
95934;134;12
95935;135;4
95936;136;9
95937;137;3
95938;138;12
95939;139;6
95940;140;11
95941;141;9
95942;142;11
95943;143;11
95944;144;9
95945;145;4
95946;146;11
95947;147;4
95948;148;8
95949;149;9
95950;150;8
95951;151;8
95952;152;4
95953;153;9
95954;154;6
95955;155;5
95956;156;10
95957;157;5
95958;158;9
95959;159;3
95960;160;11
95961;161;8
95962;162;4
95963;163;3
95964;164;10
95965;165;8
95966;166;5
95967;167;9
95968;168;7
95969;169;4
95970;170;7
95971;171;4
95972;172;4
95973;173;7
95974;174;9
95975;175;8
95976;176;11
95977;177;6
95978;178;12
95979;179;8
95980;180;9
95981;181;6
95982;182;11
95983;183;11
95984;184;10
95985;185;5
95986;186;9
95987;187;5
95988;188;7
95989;189;3
95990;190;3
95991;191;4
95992;192;4
95993;193;9
95994;194;12
